CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,Latitude,Longitude,BriefFacts
80,FIR202600080,CASE202600080,2025-09-01,461,148,4,2,11,33,4,44,2025-08-31 15:47:15,2025-09-01 00:37:15,2025-09-01 00:44:15,16.709288,77.551031,
81,FIR202600081,CASE202600081,2025-01-28,213,74,2,1,5,15,5,21,2025-01-28 12:04:52,2025-01-28 18:34:52,2025-01-28 19:49:52,18.39245,77.987662,
82,FIR202600082,CASE202600082,2025-09-17,307,63,3,2,6,18,4,18,2025-09-17 09:15:35,2025-09-17 14:34:35,2025-09-17 15:11:35,12.046337,75.350927,
83,FIR202600083,CASE202600083,2026-05-01,32,112,1,2,12,36,2,33,2026-05-01 01:36:06,2026-05-01 05:49:06,2026-05-01 07:28:06,12.501033,77.403585,
84,FIR202600084,CASE202600084,2025-05-07,399,18,3,1,2,4,3,5,2025-05-06 23:07:16,2025-05-07 03:30:16,2025-05-07 03:57:16,11.668335,74.421988,
85,FIR202600085,CASE202600085,2024-12-28,495,66,3,2,1,1,5,19,2024-12-28 05:16:07,2024-12-28 11:00:07,2024-12-28 11:21:07,15.597247,77.280277,
86,FIR202600086,CASE202600086,2026-07-12,478,85,1,1,10,29,4,23,2026-07-11 21:49:15,2026-07-12 06:17:15,2026-07-12 07:05:15,13.376783,78.321384,
87,FIR202600087,CASE202600087,2025-07-25,137,63,4,1,2,4,4,18,2025-07-25 07:21:48,2025-07-25 15:25:48,2025-07-25 16:43:48,12.080285,75.348476,
88,FIR202600088,CASE202600088,2024-09-27,227,98,3,1,2,4,1,28,2024-09-26 16:50:28,2024-09-27 02:38:28,2024-09-27 03:36:28,17.419952,77.594379,
89,FIR202600089,CASE202600089,2024-08-26,309,29,4,1,8,23,3,13,2024-08-26 03:35:35,2024-08-26 14:02:35,2024-08-26 14:46:35,15.658693,77.729828,
90,FIR202600090,CASE202600090,2024-10-10,78,91,1,1,13,37,2,25,2024-10-10 04:52:46,2024-10-10 10:34:46,2024-10-10 10:49:46,12.664321,77.362377,
91,FIR202600091,CASE202600091,2025-10-18,489,175,2,2,1,2,4,51,2025-10-18 06:22:30,2025-10-18 19:00:30,2025-10-18 20:05:30,11.616729,78.229074,
92,FIR202600092,CASE202600092,2026-02-14,371,75,3,2,12,35,1,21,2026-02-13 21:08:08,2026-02-14 08:22:08,2026-02-14 09:00:08,18.375537,77.919013,
93,FIR202600093,CASE202600093,2025-05-23,58,48,2,1,7,19,5,14,2025-05-23 08:40:01,2025-05-23 13:21:01,2025-05-23 13:45:01,15.664034,77.714083,
94,FIR202600094,CASE202600094,2024-09-07,115,77,2,1,13,38,5,21,2024-09-06 23:22:12,2024-09-07 12:14:12,2024-09-07 13:31:12,18.372166,77.96561,
95,FIR202600095,CASE202600095,2025-04-24,238,112,3,2,12,35,3,33,2025-04-24 03:39:25,2025-04-24 13:13:25,2025-04-24 14:21:25,12.48927,77.370602,
96,FIR202600096,CASE202600096,2026-07-11,93,28,4,2,12,35,5,12,2026-07-10 21:19:55,2026-07-11 02:20:55,2026-07-11 02:36:55,15.649491,77.712935,
97,FIR202600097,CASE202600097,2025-08-08,432,5,1,1,13,39,3,1,2025-08-08 10:04:14,2025-08-08 20:06:14,2025-08-08 21:48:14,16.007504,74.098659,
98,FIR202600098,CASE202600098,2026-06-23,137,63,3,2,3,9,4,18,2026-06-22 20:18:02,2026-06-23 08:10:02,2026-06-23 09:17:02,12.067299,75.363873,
99,FIR202600099,CASE202600099,2026-04-04,205,151,3,2,11,31,2,43,2026-04-04 09:04:07,2026-04-04 15:30:07,2026-04-04 17:03:07,16.715242,77.594308,
100,FIR202600100,CASE202600100,2024-07-31,146,129,1,1,8,22,3,37,2024-07-31 11:24:13,2024-07-31 16:44:13,2024-07-31 17:03:13,15.881792,77.694042,
101,FIR202600101,CASE202600101,2025-12-24,152,158,1,2,11,33,4,45,2025-12-24 11:15:18,2025-12-24 18:18:18,2025-12-24 18:47:18,12.572751,73.994507,
102,FIR202600102,CASE202600102,2025-11-26,322,177,4,1,13,37,2,51,2025-11-26 08:41:16,2025-11-26 14:16:16,2025-11-26 14:37:16,11.644697,78.307266,
103,FIR202600103,CASE202600103,2025-08-14,353,161,1,2,1,3,5,48,2025-08-14 01:54:45,2025-08-14 06:39:45,2025-08-14 07:04:45,15.079063,74.493684,
104,FIR202600104,CASE202600104,2025-01-31,307,63,1,2,4,10,4,18,2025-01-31 10:41:33,2025-01-31 13:22:33,2025-01-31 15:13:33,12.069001,75.382368,
105,FIR202600105,CASE202600105,2025-10-28,126,35,3,1,7,20,4,12,2025-10-28 00:04:59,2025-10-28 04:33:59,2025-10-28 05:48:59,15.648221,77.777814,
106,FIR202600106,CASE202600106,2024-10-12,162,5,2,2,14,40,3,1,2024-10-11 13:47:09,2024-10-11 21:08:09,2024-10-11 22:53:09,15.995304,74.059722,
107,FIR202600107,CASE202600107,2025-06-02,479,135,3,2,14,42,5,40,2025-06-01 10:37:53,2025-06-01 22:08:53,2025-06-02 00:03:53,15.888063,77.635274,
108,FIR202600108,CASE202600108,2025-06-15,238,112,3,2,9,27,4,33,2025-06-15 02:27:07,2025-06-15 11:26:07,2025-06-15 12:12:07,12.543289,77.382538,
109,FIR202600109,CASE202600109,2026-06-10,219,93,4,2,4,11,1,26,2026-06-10 09:48:23,2026-06-10 16:35:23,2026-06-10 17:40:23,18.383752,76.962333,
110,FIR202600110,CASE202600110,2026-04-15,372,101,2,1,8,22,2,29,2026-04-15 05:42:29,2026-04-15 15:19:29,2026-04-15 16:06:29,14.342312,74.285601,
111,FIR202600111,CASE202600111,2025-01-29,225,140,4,2,1,3,2,41,2025-01-28 23:16:35,2025-01-29 07:11:35,2025-01-29 08:39:35,14.149382,78.637277,
112,FIR202600112,CASE202600112,2025-07-19,158,126,3,2,6,18,4,37,2025-07-18 20:46:27,2025-07-19 07:51:27,2025-07-19 09:45:27,15.897437,77.65779,
113,FIR202600113,CASE202600113,2024-11-29,208,97,4,2,6,18,4,28,2024-11-28 22:02:31,2024-11-29 07:04:31,2024-11-29 08:28:31,17.394978,77.590335,
114,FIR202600114,CASE202600114,2026-05-12,427,181,3,2,4,12,1,52,2026-05-11 17:36:07,2026-05-12 00:42:07,2026-05-12 02:24:07,17.651579,78.299604,
115,FIR202600115,CASE202600115,2026-04-11,176,2,2,2,12,35,1,1,2026-04-11 09:28:07,2026-04-11 10:48:07,2026-04-11 12:34:07,15.977373,74.0891,
116,FIR202600116,CASE202600116,2025-02-23,285,106,2,2,4,12,4,30,2025-02-23 05:26:36,2025-02-23 16:09:36,2025-02-23 17:55:36,14.291506,74.316925,
117,FIR202600117,CASE202600117,2025-10-27,463,56,4,1,10,30,2,16,2025-10-26 13:17:14,2025-10-26 22:15:14,2025-10-26 23:34:14,12.217199,75.748738,
118,FIR202600118,CASE202600118,2025-10-05,468,133,4,1,5,15,1,39,2025-10-04 22:54:00,2025-10-05 07:51:00,2025-10-05 08:32:00,15.9143,77.590359,
119,FIR202600119,CASE202600119,2024-11-10,118,68,3,1,10,29,4,19,2024-11-10 07:42:09,2024-11-10 19:58:09,2024-11-10 21:01:09,15.491293,77.244812,
120,FIR202600120,CASE202600120,2026-01-24,472,139,4,1,2,4,4,41,2026-01-23 13:51:00,2026-01-24 00:13:00,2026-01-24 01:31:00,14.168845,78.584726,
121,FIR202600121,CASE202600121,2025-08-16,312,146,4,1,5,13,5,43,2025-08-15 19:33:45,2025-08-16 07:22:45,2025-08-16 09:02:45,16.803726,77.52975,
122,FIR202600122,CASE202600122,2026-02-04,100,56,3,1,13,37,5,16,2026-02-04 04:30:53,2026-02-04 10:44:53,2026-02-04 12:10:53,12.240521,75.75113,
123,FIR202600123,CASE202600123,2025-08-09,118,68,2,2,11,31,1,19,2025-08-09 07:30:02,2025-08-09 13:20:02,2025-08-09 14:21:02,15.514114,77.265672,
124,FIR202600124,CASE202600124,2024-07-24,317,86,1,2,15,44,3,24,2024-07-23 14:46:06,2024-07-24 03:12:06,2024-07-24 03:39:06,13.322712,78.30175,
125,FIR202600125,CASE202600125,2025-03-14,218,85,3,2,9,27,3,24,2025-03-13 18:01:49,2025-03-13 21:17:49,2025-03-13 23:07:49,13.376896,78.323943,
126,FIR202600126,CASE202600126,2024-08-06,250,109,3,1,13,37,4,32,2024-08-06 05:39:42,2024-08-06 07:48:42,2024-08-06 09:29:42,13.035969,76.308465,
127,FIR202600127,CASE202600127,2026-05-23,91,170,4,2,14,42,3,50,2026-05-23 14:24:24,2026-05-23 17:14:24,2026-05-23 18:09:24,18.126829,78.229276,
128,FIR202600128,CASE202600128,2026-04-17,272,97,3,2,11,33,3,28,2026-04-17 07:18:58,2026-04-17 17:42:58,2026-04-17 19:32:58,17.43731,77.555772,
129,FIR202600129,CASE202600129,2026-03-14,491,174,2,1,8,22,5,51,2026-03-14 09:38:26,2026-03-14 18:58:26,2026-03-14 20:21:26,11.647641,78.278275,
130,FIR202600130,CASE202600130,2025-03-02,24,168,4,2,15,45,3,49,2025-03-01 18:15:57,2025-03-02 05:41:57,2025-03-02 06:00:57,15.041249,74.886446,
131,FIR202600131,CASE202600131,2024-09-03,233,89,4,1,2,4,2,25,2024-09-02 22:29:37,2024-09-03 07:37:37,2024-09-03 08:31:37,12.729647,77.364564,
132,FIR202600132,CASE202600132,2026-04-17,287,89,4,1,10,30,2,25,2026-04-16 18:59:59,2026-04-17 02:40:59,2026-04-17 02:57:59,12.744325,77.363944,
133,FIR202600133,CASE202600133,2026-06-05,286,102,3,2,1,3,3,29,2026-06-05 11:04:28,2026-06-05 15:32:28,2026-06-05 16:33:28,14.324747,74.286795,
134,FIR202600134,CASE202600134,2024-09-23,470,39,3,2,9,27,3,13,2024-09-22 21:57:28,2024-09-22 23:22:28,2024-09-23 00:02:28,15.635579,77.734205,
135,FIR202600135,CASE202600135,2025-07-08,155,60,4,1,2,6,2,17,2025-07-08 08:23:35,2025-07-08 20:03:35,2025-07-08 21:24:35,13.336668,74.218024,
136,FIR202600136,CASE202600136,2024-09-11,40,128,2,1,13,39,2,40,2024-09-11 01:40:08,2024-09-11 04:33:08,2024-09-11 06:15:08,15.8589,77.625932,
137,FIR202600137,CASE202600137,2026-01-22,412,83,2,2,6,16,5,24,2026-01-22 04:50:49,2026-01-22 06:07:49,2026-01-22 08:01:49,13.385742,78.31803,
138,FIR202600138,CASE202600138,2026-01-26,354,69,2,1,2,6,1,19,2026-01-25 23:19:14,2026-01-26 02:19:14,2026-01-26 03:09:14,15.576602,77.207471,
139,FIR202600139,CASE202600139,2024-10-24,290,16,3,2,1,1,4,7,2024-10-23 16:57:46,2024-10-24 02:04:46,2024-10-24 03:44:46,11.760104,74.460292,
140,FIR202600140,CASE202600140,2025-07-01,395,64,1,1,8,24,2,18,2025-06-30 15:14:03,2025-07-01 01:16:03,2025-07-01 02:54:03,12.082679,75.308975,
141,FIR202600141,CASE202600141,2025-08-23,235,155,1,2,1,2,4,45,2025-08-23 07:49:09,2025-08-23 15:32:09,2025-08-23 15:50:09,12.632733,73.973604,
142,FIR202600142,CASE202600142,2025-01-30,372,101,1,2,6,18,2,30,2025-01-30 04:06:41,2025-01-30 06:14:41,2025-01-30 06:54:41,14.327846,74.292084,
143,FIR202600143,CASE202600143,2026-04-13,67,63,3,1,7,21,5,18,2026-04-12 18:34:22,2026-04-13 00:03:22,2026-04-13 01:12:22,12.06491,75.386958,
144,FIR202600144,CASE202600144,2025-05-24,182,157,1,2,14,42,5,45,2025-05-24 01:34:39,2025-05-24 14:29:39,2025-05-24 15:01:39,12.583232,73.98454,
145,FIR202600145,CASE202600145,2024-12-23,47,10,3,2,14,41,4,3,2024-12-22 19:11:32,2024-12-23 02:57:32,2024-12-23 03:14:32,16.637288,77.138218,
146,FIR202600146,CASE202600146,2025-08-15,162,2,3,2,3,9,4,1,2025-08-15 18:07:42,2025-08-15 20:12:42,2025-08-15 22:03:42,15.965365,74.072404,
147,FIR202600147,CASE202600147,2025-12-31,412,85,3,1,13,37,5,23,2025-12-31 02:29:49,2025-12-31 04:06:49,2025-12-31 05:22:49,13.338632,78.313569,
148,FIR202600148,CASE202600148,2024-12-15,414,108,3,2,14,42,4,32,2024-12-15 03:05:13,2024-12-15 15:08:13,2024-12-15 15:49:13,13.003571,76.253238,
149,FIR202600149,CASE202600149,2025-03-05,451,163,2,2,3,9,4,47,2025-03-04 18:55:40,2025-03-04 23:49:40,2025-03-05 00:07:40,15.110127,74.445013,
150,FIR202600150,CASE202600150,2026-07-10,411,111,3,1,10,28,4,32,2026-07-10 04:31:28,2026-07-10 14:20:28,2026-07-10 16:09:28,12.982297,76.27424,
151,FIR202600151,CASE202600151,2025-11-03,304,145,1,1,10,30,3,42,2025-11-03 10:15:31,2025-11-03 11:26:31,2025-11-03 12:05:31,17.558522,74.005583,
152,FIR202600152,CASE202600152,2025-06-04,227,98,2,2,14,40,5,28,2025-06-03 20:17:44,2025-06-04 07:42:44,2025-06-04 07:55:44,17.428642,77.615583,
153,FIR202600153,CASE202600153,2025-07-31,410,85,1,2,12,36,2,23,2025-07-31 02:33:08,2025-07-31 09:59:08,2025-07-31 11:02:08,13.328298,78.324933,
